2021-09-20 14:48:15:[Logger      ] Record log in C:\Users\Sankar_Senthil\.kivy\logs\kivy_21-09-20_12.txt
2021-09-29 17:11:22:[GL          ] OpenGL version <b'OpenGL ES 3.0.0 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 17:11:22:[GL          ] OpenGL vendor <b'Google Inc.'>
2021-09-29 17:11:22:[GL          ] OpenGL renderer <b'ANGLE (AMD Radeon(TM) Vega 8 Graphics Direct3D11 vs_5_0 ps_5_0)'>
2021-09-29 17:11:22:[GL          ] OpenGL parsed version: 3, 0
2021-09-29 17:11:22:[GL          ] Shading version <b'OpenGL ES GLSL ES 3.00 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 17:11:22:[GL          ] Texture max size <16384>
2021-09-29 17:11:22:[GL          ] Texture max units <16>
2021-09-29 17:11:22:[Window      ] auto add sdl2 input provider
2021-09-29 17:11:22:[Window      ] virtual keyboard not allowed, single mode, not docked
2021-09-29 17:11:22:[Text        ] Provider: sdl2
2021-09-29 17:11:22:[GL          ] NPOT texture support is available
2021-09-29 17:11:23:[GL          ] Unpack subimage support is available
2021-09-29 17:11:24:[Base        ] Start application main loop
2021-09-29 17:15:14:[Custom-scanPath ] C:\Users\Sankar_Senthil\Downloads\FannyWorm_3A57ADB8740DA3EBEC1673D21F20D0FE.zip
2021-09-29 17:15:36:Internet-Connection Error
2021-09-29 17:15:59:[Logger      ] Record log in C:\Users\Sankar_Senthil\.kivy\logs\kivy_21-09-29_0.txt
2021-09-29 17:15:59:[deps        ] Successfully imported "kivy_deps.angle" 0.3.0
2021-09-29 17:15:59:[deps        ] Successfully imported "kivy_deps.glew" 0.3.0
2021-09-29 17:15:59:[deps        ] Successfully imported "kivy_deps.sdl2" 0.3.1
2021-09-29 17:15:59:[Kivy        ] v2.0.0
2021-09-29 17:15:59:[Kivy        ] Installed at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\__init__.py"
2021-09-29 17:15:59:[Python      ] v3.7.3 (v3.7.3:ef4ec6ed12, Mar 25 2019, 22:22:05) [MSC v.1916 64 bit (AMD64)]
2021-09-29 17:15:59:[Python      ] Interpreter at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\python.exe"
2021-09-29 17:15:59:[KivyMD      ] v0.104.1
2021-09-29 17:15:59:[Factory     ] 186 symbols loaded
2021-09-29 17:15:59:[Image       ] Providers: img_tex, img_dds, img_sdl2, img_pil (img_ffpyplayer ignored)
2021-09-29 17:15:59:[Window      ] Provider: sdl2
2021-09-29 17:15:59:[Window      ] Activate GLES2/ANGLE context
2021-09-29 17:15:59:[GL          ] Using the "OpenGL" graphics system
2021-09-29 17:15:59:[GL          ] Backend used <angle_sdl2>
2021-09-29 17:15:59:[GL          ] OpenGL version <b'OpenGL ES 3.0.0 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 17:15:59:[GL          ] OpenGL vendor <b'Google Inc.'>
2021-09-29 17:15:59:[GL          ] OpenGL renderer <b'ANGLE (AMD Radeon(TM) Vega 8 Graphics Direct3D11 vs_5_0 ps_5_0)'>
2021-09-29 17:15:59:[GL          ] OpenGL parsed version: 3, 0
2021-09-29 17:15:59:[GL          ] Shading version <b'OpenGL ES GLSL ES 3.00 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 17:15:59:[GL          ] Texture max size <16384>
2021-09-29 17:15:59:[GL          ] Texture max units <16>
2021-09-29 17:15:59:[Window      ] auto add sdl2 input provider
2021-09-29 17:15:59:[Window      ] virtual keyboard not allowed, single mode, not docked
2021-09-29 17:16:00:[Text        ] Provider: sdl2
2021-09-29 17:16:00:[GL          ] NPOT texture support is available
2021-09-29 17:16:00:[GL          ] Unpack subimage support is available
2021-09-29 17:16:01:[Base        ] Start application main loop
2021-09-29 17:16:06:[Custom-scanPath ] C:\Users\Sankar_Senthil\Downloads\FannyWorm_3A57ADB8740DA3EBEC1673D21F20D0FE.zip
2021-09-29 17:16:32:[Logger      ] Record log in C:\Users\Sankar_Senthil\.kivy\logs\kivy_21-09-29_1.txt
2021-09-29 17:16:32:[deps        ] Successfully imported "kivy_deps.angle" 0.3.0
2021-09-29 17:16:32:[deps        ] Successfully imported "kivy_deps.glew" 0.3.0
2021-09-29 17:16:32:[deps        ] Successfully imported "kivy_deps.sdl2" 0.3.1
2021-09-29 17:16:32:[Kivy        ] v2.0.0
2021-09-29 17:16:32:[Kivy        ] Installed at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\__init__.py"
2021-09-29 17:16:32:[Python      ] v3.7.3 (v3.7.3:ef4ec6ed12, Mar 25 2019, 22:22:05) [MSC v.1916 64 bit (AMD64)]
2021-09-29 17:16:32:[Python      ] Interpreter at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\python.exe"
2021-09-29 17:16:32:[KivyMD      ] v0.104.1
2021-09-29 17:16:32:[Factory     ] 186 symbols loaded
2021-09-29 17:16:32:[Image       ] Providers: img_tex, img_dds, img_sdl2, img_pil (img_ffpyplayer ignored)
2021-09-29 17:16:32:[Window      ] Provider: sdl2
2021-09-29 17:16:32:[Window      ] Activate GLES2/ANGLE context
2021-09-29 17:16:32:[GL          ] Using the "OpenGL" graphics system
2021-09-29 17:16:32:[GL          ] Backend used <angle_sdl2>
2021-09-29 17:16:32:[GL          ] OpenGL version <b'OpenGL ES 3.0.0 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 17:16:32:[GL          ] OpenGL vendor <b'Google Inc.'>
2021-09-29 17:16:32:[GL          ] OpenGL renderer <b'ANGLE (AMD Radeon(TM) Vega 8 Graphics Direct3D11 vs_5_0 ps_5_0)'>
2021-09-29 17:16:32:[GL          ] OpenGL parsed version: 3, 0
2021-09-29 17:16:32:[GL          ] Shading version <b'OpenGL ES GLSL ES 3.00 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 17:16:32:[GL          ] Texture max size <16384>
2021-09-29 17:16:32:[GL          ] Texture max units <16>
2021-09-29 17:16:33:[Window      ] auto add sdl2 input provider
2021-09-29 17:16:33:[Window      ] virtual keyboard not allowed, single mode, not docked
2021-09-29 17:16:33:[Text        ] Provider: sdl2
2021-09-29 17:16:33:[GL          ] NPOT texture support is available
2021-09-29 17:16:33:[GL          ] Unpack subimage support is available
2021-09-29 17:16:35:[Base        ] Start application main loop
2021-09-29 17:16:39:[Custom-scanPath ] C:\Users\Sankar_Senthil\Downloads\FannyWorm_3A57ADB8740DA3EBEC1673D21F20D0FE.zip
2021-09-29 17:17:07:[Logger      ] Record log in C:\Users\Sankar_Senthil\.kivy\logs\kivy_21-09-29_0.txt
2021-09-29 17:17:07:[deps        ] Successfully imported "kivy_deps.angle" 0.3.0
2021-09-29 17:17:07:[deps        ] Successfully imported "kivy_deps.glew" 0.3.0
2021-09-29 17:17:07:[deps        ] Successfully imported "kivy_deps.sdl2" 0.3.1
2021-09-29 17:17:07:[Kivy        ] v2.0.0
2021-09-29 17:17:07:[Kivy        ] Installed at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\__init__.py"
2021-09-29 17:17:07:[Python      ] v3.7.3 (v3.7.3:ef4ec6ed12, Mar 25 2019, 22:22:05) [MSC v.1916 64 bit (AMD64)]
2021-09-29 17:17:07:[Python      ] Interpreter at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\python.exe"
2021-09-29 17:17:07:[KivyMD      ] v0.104.1
2021-09-29 17:17:07:[Factory     ] 186 symbols loaded
2021-09-29 17:17:07:[Image       ] Providers: img_tex, img_dds, img_sdl2, img_pil (img_ffpyplayer ignored)
2021-09-29 17:17:07:[Window      ] Provider: sdl2
2021-09-29 17:17:07:[Window      ] Activate GLES2/ANGLE context
2021-09-29 17:17:08:[GL          ] Using the "OpenGL" graphics system
2021-09-29 17:17:08:[GL          ] Backend used <angle_sdl2>
2021-09-29 17:17:08:[GL          ] OpenGL version <b'OpenGL ES 3.0.0 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 17:17:08:[GL          ] OpenGL vendor <b'Google Inc.'>
2021-09-29 17:17:08:[GL          ] OpenGL renderer <b'ANGLE (AMD Radeon(TM) Vega 8 Graphics Direct3D11 vs_5_0 ps_5_0)'>
2021-09-29 17:17:08:[GL          ] OpenGL parsed version: 3, 0
2021-09-29 17:17:08:[GL          ] Shading version <b'OpenGL ES GLSL ES 3.00 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 17:17:08:[GL          ] Texture max size <16384>
2021-09-29 17:17:08:[GL          ] Texture max units <16>
2021-09-29 17:17:08:[Window      ] auto add sdl2 input provider
2021-09-29 17:17:08:[Window      ] virtual keyboard not allowed, single mode, not docked
2021-09-29 17:17:08:[Text        ] Provider: sdl2
2021-09-29 17:17:08:[GL          ] NPOT texture support is available
2021-09-29 17:17:08:[GL          ] Unpack subimage support is available
2021-09-29 17:17:10:[Base        ] Start application main loop
2021-09-29 17:17:14:[Custom-scanPath ] C:\Users\Sankar_Senthil\Downloads\FannyWorm_3A57ADB8740DA3EBEC1673D21F20D0FE.zip
2021-09-29 17:17:28:[Logger      ] Record log in C:\Users\Sankar_Senthil\.kivy\logs\kivy_21-09-29_10.txt
2021-09-29 17:17:28:[deps        ] Successfully imported "kivy_deps.angle" 0.3.0
2021-09-29 17:17:28:[deps        ] Successfully imported "kivy_deps.glew" 0.3.0
2021-09-29 17:17:28:[deps        ] Successfully imported "kivy_deps.sdl2" 0.3.1
2021-09-29 17:17:28:[Kivy        ] v2.0.0
2021-09-29 17:17:28:[Kivy        ] Installed at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\__init__.py"
2021-09-29 17:17:28:[Python      ] v3.7.3 (v3.7.3:ef4ec6ed12, Mar 25 2019, 22:22:05) [MSC v.1916 64 bit (AMD64)]
2021-09-29 17:17:28:[Python      ] Interpreter at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\python.exe"
2021-09-29 17:17:28:[KivyMD      ] v0.104.1
2021-09-29 17:17:28:[Factory     ] 186 symbols loaded
2021-09-29 17:17:28:[Image       ] Providers: img_tex, img_dds, img_sdl2, img_pil (img_ffpyplayer ignored)
2021-09-29 17:17:28:[Window      ] Provider: sdl2
2021-09-29 17:17:28:[Window      ] Activate GLES2/ANGLE context
2021-09-29 17:17:29:[GL          ] Using the "OpenGL" graphics system
2021-09-29 17:17:29:[GL          ] Backend used <angle_sdl2>
2021-09-29 17:17:29:[GL          ] OpenGL version <b'OpenGL ES 3.0.0 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 17:17:29:[GL          ] OpenGL vendor <b'Google Inc.'>
2021-09-29 17:17:29:[GL          ] OpenGL renderer <b'ANGLE (AMD Radeon(TM) Vega 8 Graphics Direct3D11 vs_5_0 ps_5_0)'>
2021-09-29 17:17:29:[GL          ] OpenGL parsed version: 3, 0
2021-09-29 17:17:29:[GL          ] Shading version <b'OpenGL ES GLSL ES 3.00 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 17:17:29:[GL          ] Texture max size <16384>
2021-09-29 17:17:29:[GL          ] Texture max units <16>
2021-09-29 17:17:29:[Window      ] auto add sdl2 input provider
2021-09-29 17:17:29:[Window      ] virtual keyboard not allowed, single mode, not docked
2021-09-29 17:17:29:[Text        ] Provider: sdl2
2021-09-29 17:17:29:[GL          ] NPOT texture support is available
2021-09-29 17:17:31:[Logger      ] Record log in C:\Users\Sankar_Senthil\.kivy\logs\kivy_21-09-29_12.txt
2021-09-29 17:17:31:[deps        ] Successfully imported "kivy_deps.angle" 0.3.0
2021-09-29 17:17:31:[deps        ] Successfully imported "kivy_deps.glew" 0.3.0
2021-09-29 17:17:31:[deps        ] Successfully imported "kivy_deps.sdl2" 0.3.1
2021-09-29 17:17:31:[Kivy        ] v2.0.0
2021-09-29 17:17:31:[Kivy        ] Installed at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\__init__.py"
2021-09-29 17:17:31:[Python      ] v3.7.3 (v3.7.3:ef4ec6ed12, Mar 25 2019, 22:22:05) [MSC v.1916 64 bit (AMD64)]
2021-09-29 17:17:31:[Python      ] Interpreter at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\python.exe"
2021-09-29 17:17:31:[KivyMD      ] v0.104.1
2021-09-29 17:17:31:[Factory     ] 186 symbols loaded
2021-09-29 17:17:32:[Image       ] Providers: img_tex, img_dds, img_sdl2, img_pil (img_ffpyplayer ignored)
2021-09-29 17:17:32:[Window      ] Provider: sdl2
2021-09-29 17:17:32:[Window      ] Activate GLES2/ANGLE context
2021-09-29 17:17:32:[GL          ] Using the "OpenGL" graphics system
2021-09-29 17:17:32:[GL          ] Backend used <angle_sdl2>
2021-09-29 17:17:32:[GL          ] OpenGL version <b'OpenGL ES 3.0.0 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 17:17:32:[GL          ] OpenGL vendor <b'Google Inc.'>
2021-09-29 17:17:32:[GL          ] OpenGL renderer <b'ANGLE (AMD Radeon(TM) Vega 8 Graphics Direct3D11 vs_5_0 ps_5_0)'>
2021-09-29 17:17:32:[GL          ] OpenGL parsed version: 3, 0
2021-09-29 17:17:32:[GL          ] Shading version <b'OpenGL ES GLSL ES 3.00 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 17:17:32:[GL          ] Texture max size <16384>
2021-09-29 17:17:32:[GL          ] Texture max units <16>
2021-09-29 17:17:32:[Window      ] auto add sdl2 input provider
2021-09-29 17:17:32:[Window      ] virtual keyboard not allowed, single mode, not docked
2021-09-29 17:17:32:[Text        ] Provider: sdl2
2021-09-29 17:17:32:[GL          ] NPOT texture support is available
2021-09-29 17:17:32:[GL          ] Unpack subimage support is available
2021-09-29 17:17:34:[Base        ] Start application main loop
2021-09-29 17:17:37:[Custom-scanPath ] C:\Users\Sankar_Senthil\Downloads\FannyWorm_3A57ADB8740DA3EBEC1673D21F20D0FE.zip
2021-09-29 17:18:08:[Logger      ] Record log in C:\Users\Sankar_Senthil\.kivy\logs\kivy_21-09-29_0.txt
2021-09-29 17:18:08:[deps        ] Successfully imported "kivy_deps.angle" 0.3.0
2021-09-29 17:18:08:[deps        ] Successfully imported "kivy_deps.glew" 0.3.0
2021-09-29 17:18:08:[deps        ] Successfully imported "kivy_deps.sdl2" 0.3.1
2021-09-29 17:18:08:[Kivy        ] v2.0.0
2021-09-29 17:18:08:[Kivy        ] Installed at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\__init__.py"
2021-09-29 17:18:08:[Python      ] v3.7.3 (v3.7.3:ef4ec6ed12, Mar 25 2019, 22:22:05) [MSC v.1916 64 bit (AMD64)]
2021-09-29 17:18:08:[Python      ] Interpreter at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\python.exe"
2021-09-29 17:18:08:[KivyMD      ] v0.104.1
2021-09-29 17:18:08:[Factory     ] 186 symbols loaded
2021-09-29 17:18:09:[Image       ] Providers: img_tex, img_dds, img_sdl2, img_pil (img_ffpyplayer ignored)
2021-09-29 17:18:09:[Window      ] Provider: sdl2
2021-09-29 17:18:09:[Window      ] Activate GLES2/ANGLE context
2021-09-29 17:18:09:[GL          ] Using the "OpenGL" graphics system
2021-09-29 17:18:09:[GL          ] Backend used <angle_sdl2>
2021-09-29 17:18:09:[GL          ] OpenGL version <b'OpenGL ES 3.0.0 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 17:18:09:[GL          ] OpenGL vendor <b'Google Inc.'>
2021-09-29 17:18:09:[GL          ] OpenGL renderer <b'ANGLE (AMD Radeon(TM) Vega 8 Graphics Direct3D11 vs_5_0 ps_5_0)'>
2021-09-29 17:18:09:[GL          ] OpenGL parsed version: 3, 0
2021-09-29 17:18:09:[GL          ] Shading version <b'OpenGL ES GLSL ES 3.00 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 17:18:09:[GL          ] Texture max size <16384>
2021-09-29 17:18:09:[GL          ] Texture max units <16>
2021-09-29 17:18:09:[Window      ] auto add sdl2 input provider
2021-09-29 17:18:09:[Window      ] virtual keyboard not allowed, single mode, not docked
2021-09-29 17:18:09:[Text        ] Provider: sdl2
2021-09-29 17:18:09:[GL          ] NPOT texture support is available
2021-09-29 17:18:10:[GL          ] Unpack subimage support is available
2021-09-29 17:18:11:[Base        ] Start application main loop
2021-09-29 17:18:16:[Custom-scanPath ] C:\Users\Sankar_Senthil\Downloads\FannyWorm_3A57ADB8740DA3EBEC1673D21F20D0FE.zip
2021-09-29 17:18:30:[Custom-scanPath ] C:\Users\Sankar_Senthil\Downloads\20210928_174502.png
2021-09-29 17:19:39:[Custom-scanPath ] C:\Users\Sankar_Senthil\Desktop\Dima Privacy Protection.zip
2021-09-29 17:20:09:[Custom-scanPath ] D:\vpn_fold (1).zip
2021-09-29 17:20:23:[Custom-scanPath ] D:\vpn_fold (1).zip
2021-09-29 17:21:08:[Logger      ] Record log in C:\Users\Sankar_Senthil\.kivy\logs\kivy_21-09-29_1.txt
2021-09-29 17:21:08:[deps        ] Successfully imported "kivy_deps.angle" 0.3.0
2021-09-29 17:21:08:[deps        ] Successfully imported "kivy_deps.glew" 0.3.0
2021-09-29 17:21:08:[deps        ] Successfully imported "kivy_deps.sdl2" 0.3.1
2021-09-29 17:21:08:[Kivy        ] v2.0.0
2021-09-29 17:21:08:[Kivy        ] Installed at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\__init__.py"
2021-09-29 17:21:08:[Python      ] v3.7.3 (v3.7.3:ef4ec6ed12, Mar 25 2019, 22:22:05) [MSC v.1916 64 bit (AMD64)]
2021-09-29 17:21:08:[Python      ] Interpreter at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\python.exe"
2021-09-29 17:21:08:[KivyMD      ] v0.104.1
2021-09-29 17:21:08:[Factory     ] 186 symbols loaded
2021-09-29 17:21:09:[Image       ] Providers: img_tex, img_dds, img_sdl2, img_pil (img_ffpyplayer ignored)
2021-09-29 17:21:09:[Window      ] Provider: sdl2
2021-09-29 17:21:09:[Window      ] Activate GLES2/ANGLE context
2021-09-29 17:21:09:[GL          ] Using the "OpenGL" graphics system
2021-09-29 17:21:09:[GL          ] Backend used <angle_sdl2>
2021-09-29 17:21:09:[GL          ] OpenGL version <b'OpenGL ES 3.0.0 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 17:21:09:[GL          ] OpenGL vendor <b'Google Inc.'>
2021-09-29 17:21:09:[GL          ] OpenGL renderer <b'ANGLE (AMD Radeon(TM) Vega 8 Graphics Direct3D11 vs_5_0 ps_5_0)'>
2021-09-29 17:21:09:[GL          ] OpenGL parsed version: 3, 0
2021-09-29 17:21:09:[GL          ] Shading version <b'OpenGL ES GLSL ES 3.00 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 17:21:09:[GL          ] Texture max size <16384>
2021-09-29 17:21:09:[GL          ] Texture max units <16>
2021-09-29 17:21:09:[Window      ] auto add sdl2 input provider
2021-09-29 17:21:09:[Window      ] virtual keyboard not allowed, single mode, not docked
2021-09-29 17:21:09:[Text        ] Provider: sdl2
2021-09-29 17:21:09:[GL          ] NPOT texture support is available
2021-09-29 17:21:10:[GL          ] Unpack subimage support is available
2021-09-29 17:21:11:[Base        ] Start application main loop
2021-09-29 17:21:16:[Custom-scanPath ] D:\vpn_fold (1).zip
2021-09-29 17:22:08:[Custom-scanPath ] C:\Users\Sankar_Senthil\Documents
2021-09-29 17:22:41:[Custom-scanPath ] C:\Users\Sankar_Senthil\Documents
2021-09-29 17:23:54:[Custom-scanPath ] D:\project.zip
2021-09-29 17:24:26:[Custom-scanPath ] D:\Sliver_Star\Sliver_Star_TotalSecurity\WINDOWS-BUILD\203\Dima Total Security ( Office Build )\DIMA_Total_Security_Setup.x64 (64bit).exe
2021-09-29 17:25:25:[Logger      ] Record log in C:\Users\Sankar_Senthil\.kivy\logs\kivy_21-09-29_0.txt
2021-09-29 17:25:25:[deps        ] Successfully imported "kivy_deps.angle" 0.3.0
2021-09-29 17:25:25:[deps        ] Successfully imported "kivy_deps.glew" 0.3.0
2021-09-29 17:25:25:[deps        ] Successfully imported "kivy_deps.sdl2" 0.3.1
2021-09-29 17:25:25:[Kivy        ] v2.0.0
2021-09-29 17:25:25:[Kivy        ] Installed at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\__init__.py"
2021-09-29 17:25:25:[Python      ] v3.7.3 (v3.7.3:ef4ec6ed12, Mar 25 2019, 22:22:05) [MSC v.1916 64 bit (AMD64)]
2021-09-29 17:25:25:[Python      ] Interpreter at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\python.exe"
2021-09-29 17:25:25:[KivyMD      ] v0.104.1
2021-09-29 17:25:25:[Factory     ] 186 symbols loaded
2021-09-29 17:25:25:[Image       ] Providers: img_tex, img_dds, img_sdl2, img_pil (img_ffpyplayer ignored)
2021-09-29 17:25:25:[Window      ] Provider: sdl2
2021-09-29 17:25:25:[Window      ] Activate GLES2/ANGLE context
2021-09-29 17:25:25:[GL          ] Using the "OpenGL" graphics system
2021-09-29 17:25:25:[GL          ] Backend used <angle_sdl2>
